SOL_Japanese_P, SOL_Se_As_A_L_Tagal_F, SEO_Persons, SOL_Greek_M, SOL_Greek_F, SOL_Aus_Indig_Lang_P, SOL_Chin_lang_Tot_P, SOL_Se_As_A_L_Othr_P, SOL_Chin_lang_Tot_M, SOL_Aus_Indig_Lang_M, SOL_Japanese_F, SOL_Se_As_A_L_Tagal_P, SOL_Aus_Indig_Lang_F, SOL_In_Ar_Lang_Punj_P, SOL_Chin_lang_Tot_F, SOL_Se_As_A_L_Tagal_M, SOL_Japanese_M, SOL_Se_As_A_L_Filipino_F, SOL_Arabic_M, SOL_Se_As_A_L_Indon_F, SOL_Se_As_A_L_Othr_F, SOL_Arabic_P, SOL_Se_As_A_L_Filipino_P, SOL_Arabic_F, SOL_Se_As_A_L_Filipino_M, SOL_Russian_M, SOL_Russian_P, SOL_Se_As_A_L_Othr_M, SOL_Se_As_A_L_Indon_M, SOL_Se_As_A_L_Indon_P, SOL_Chin_lang_Mand_F, SOL_Russian_F, SOL_Greek_P, SOL_Chin_lang_Other_F, Language_spoken_home_ns_M, SEO_Males, SOL_Ir_La_Pe_excl_Da_P, SOL_Ir_La_Pe_excl_Da_M, SOL_Ir_La_Pe_excl_Da_F, SOL_Tamil_F, Language_spoken_home_ns_F, SOL_French_M, SOL_Maltese_M, SOL_Dutch_M, SOL_Chin_lang_Mand_P, SOL_Maltese_P, SOL_Dutch_F, SOL_Irani_Lan_Othr_F, SOL_French_F, SOL_Chin_lang_Mand_M, SOL_Italian_F, SOL_Chin_lang_Other_M, SOL_Maltese_F, SOL_French_P, SOL_Irani_Lan_Othr_M, SOL_Dutch_P, SOL_Chin_lang_Other_P, SOL_Italian_M, SOL_Other_P, SOL_Irani_Lan_Othr_P, SOL_Ir_Lang_Dari_F, SOL_Italian_P, SOL_In_Ar_Lang_Punj_M, SOL_Portuguese_F, SOL_In_Ar_Lang_Punj_F, SOL_Ir_Lang_Dari_M, SOL_Ir_Lang_Dari_P, SOL_Khmer_F, SOL_Tamil_P, SOL_In_Ar_Lang_Tot_P, SOL_Tamil_M, SOL_In_Ar_Lang_Othr_F, SOL_In_Ar_Lang_Tot_M, SOL_Portuguese_P, SOL_Khmer_P, SOL_Other_F, SOL_In_Ar_Lang_Othr_M, SOL_Khmer_M, SOL_Other_M, SOL_In_Ar_Lang_Tot_F, SOL_In_Ar_Lang_Othr_P, SOL_Portuguese_M, SOL_Macedonian_F, SOL_Hungarian_P, Total_F, SOL_Serbian_P, SA2_MAIN11, SOL_Spanish_M, SOL_Turkish_F, SOL_Serbian_M, SOL_Spanish_P, SOL_Serbian_F, SOL_Se_As_A_L_Tot_M, SOL_Se_As_A_L_Tot_F, SOL_Spanish_F, SOL_In_Ar_Lang_Beng_M, SOL_In_Ar_Lang_Beng_P, SOL_Chin_lang_Cant_P, Total_P, Total_M, SOL_In_Ar_Lang_Beng_F, SOL_Se_As_A_L_Tot_P, SOL_Thai_P, SOL_Thai_M, Language_spoken_home_ns_P, SOL_Chin_lang_Cant_M, SOL_Thai_F, SOL_Croatian_F, SA2_NAME11, SOL_Chin_lang_Cant_F, SOL_Turkish_M, SOL_Assyrian_P, SOL_Assyrian_M, SOL_Turkish_P, SOL_Hungarian_F, SOL_Hungarian_M, SOL_Assyrian_F, SOL_Iran_Lan_Tot_F, SOL_In_Ar_Lang_Urdu_F, SOL_In_Ar_Lang_Sinh_F, SOL_Iran_Lan_Tot_M, SOL_Polish_P, SOL_In_Ar_Lang_Urdu_M, SOL_Iran_Lan_Tot_P, SOL_In_Ar_Lang_Sinh_M, SOL_In_Ar_Lang_Urdu_P, SEO_Females, SOL_In_Ar_Lang_Sinh_P, SOL_Croatian_M, SOL_Korean_M, SOL_Croatian_P, SOL_Polish_M, SOL_Korean_P, SOL_Tot_M, SOL_German_F, SOL_Tot_P, SOL_Tot_F, SOL_Polish_F, SOL_Vietnamese_F, SOL_Samoan_F, SOL_Vietnamese_P, SOL_German_M, SOL_Korean_F, SOL_Vietnamese_M, SOL_Samoan_M, SOL_In_Ar_Lang_Hind_F, SOL_Samoan_P, SOL_German_P, SOL_In_Ar_Lang_Hind_P, SOL_Macedonian_P, SOL_In_Ar_Lang_Hind_M, SOL_Macedonian_M
19,83,13941,411,487,0,672,45,331,0,13,152,0,851,341,69,6,88,575,34,23,1132,167,557,79,12,21,22,30,64,173,9,898,76,573,6860,50,25,25,201,510,35,77,7,334,160,4,73,39,161,791,94,83,74,75,11,170,726,783,148,7,1517,466,38,385,6,13,32,410,1916,209,62,1003,73,71,390,57,39,393,913,119,35,926,10,13546,138,"209041218",73,174,62,136,76,200,228,63,25,45,168,26857,13311,20,428,25,5,1083,76,20,53,"Epping",92,165,120,62,339,7,3,58,105,68,155,106,38,64,211,150,132,7081,305,44,3,97,15,10,5878,16,11833,5955,23,243,58,462,18,7,219,58,223,116,34,464,1912,241,986
7,8,3363,188,210,0,197,17,90,0,3,13,0,62,107,5,4,18,185,5,7,367,23,182,5,5,8,10,7,12,63,3,398,19,257,1644,11,6,5,3,190,14,11,5,125,32,0,10,8,62,421,10,21,22,7,5,29,312,124,17,0,733,39,12,23,0,0,3,6,333,3,42,207,20,3,62,65,0,62,126,107,8,6,6,3343,6,"210031236",24,79,3,57,3,27,38,33,19,23,43,6576,3233,4,65,11,3,447,18,8,16,"Coburg North",25,81,24,13,160,3,3,11,15,22,10,13,27,45,28,17,67,1719,27,16,0,32,9,0,1332,6,2766,1434,18,32,5,64,10,0,32,4,25,9,16,47,6,22,0
8,29,4094,259,324,0,121,31,53,0,5,48,0,106,68,19,3,32,682,8,19,1341,57,659,25,3,14,12,8,16,40,11,583,10,366,2072,20,10,10,26,334,10,71,3,74,157,6,18,13,34,1279,8,86,23,39,9,18,1038,261,57,3,2317,70,4,36,0,3,0,44,1453,18,44,796,10,0,126,67,0,135,657,111,6,9,3,6371,18,"210031237",24,211,9,49,9,64,88,25,131,260,29,12597,6226,129,152,6,3,700,11,3,46,"Fawkner",18,201,364,184,412,3,0,180,31,346,54,49,44,419,80,52,765,2022,106,36,0,82,19,0,3788,26,7803,4015,25,66,29,133,15,0,67,33,48,62,41,105,16,57,7
11,54,6170,795,839,6,461,21,224,3,4,90,3,654,237,36,7,35,1065,27,15,2034,57,969,22,8,14,6,29,56,99,6,1634,43,433,3124,32,16,16,52,396,8,75,0,190,173,3,26,12,91,1056,44,98,20,29,3,87,927,480,55,7,1983,377,27,277,10,17,58,114,1038,62,13,580,45,120,243,16,62,237,458,29,18,1013,12,9965,116,"209041219",44,277,56,86,60,93,131,42,11,18,184,19874,9909,7,224,9,4,829,89,5,67,"Lalor",95,238,175,88,515,3,9,87,49,25,27,55,27,13,104,34,38,3046,61,53,10,120,11,10,6352,21,12875,6523,16,634,53,1213,12,0,579,43,109,96,33,238,1999,129,986
6,141,19777,269,259,7,285,81,138,3,3,263,4,1010,147,122,3,156,574,31,43,1186,284,612,128,13,34,38,27,58,91,21,528,14,680,9878,73,38,35,66,615,21,116,4,169,249,4,11,12,78,614,18,133,33,6,8,32,589,1458,17,5,1203,591,41,419,6,11,6,138,3115,72,43,1621,68,9,713,55,3,745,1494,98,27,172,39,17187,61,"210051244",104,810,28,222,33,315,371,118,28,52,84,34319,17132,24,686,28,12,1295,42,16,97,"Craigieburn - Mickleham",42,792,927,457,1602,17,22,470,51,104,566,50,69,101,101,510,205,9899,1076,87,0,184,34,8,6574,16,13247,6673,35,62,268,105,13,8,43,264,338,532,29,674,327,336,155
21,62,10016,465,495,3,517,3,254,0,11,107,3,221,263,45,10,52,338,11,0,708,89,370,37,8,17,3,11,22,119,9,960,37,284,4994,51,27,24,99,294,14,62,5,220,144,5,19,17,101,759,39,82,31,12,10,76,645,402,31,3,1404,123,31,98,6,9,11,197,630,98,16,331,54,22,195,17,11,207,299,33,23,674,6,9255,108,"209041220",34,55,48,78,60,96,125,44,11,21,221,18234,8979,10,221,11,4,578,114,7,63,"Mill Park - North",107,72,98,51,127,3,3,47,46,29,63,45,54,24,91,75,53,5022,138,63,6,126,28,14,3701,20,7640,3939,26,91,21,168,4,8,77,16,83,37,24,164,1357,81,683
17,63,6927,345,367,0,463,33,223,0,8,105,0,100,240,42,9,52,218,14,11,457,103,239,51,6,11,22,14,28,117,5,712,27,249,3448,38,23,15,106,248,16,29,0,219,61,0,8,6,102,301,17,32,22,9,0,44,311,324,17,7,612,53,14,47,0,7,15,204,355,98,13,177,17,28,154,6,13,170,178,19,3,300,10,6214,56,"209041221",31,16,30,71,26,129,140,40,3,8,200,12283,6069,5,269,22,8,497,104,14,53,"Mill Park - South",96,22,44,18,38,7,3,26,30,6,52,32,32,5,62,47,11,3479,99,27,6,80,16,17,2372,5,4859,2487,16,130,8,270,8,11,140,11,55,19,13,118,573,63,273
28,86,28058,397,375,3,341,21,156,3,15,150,0,360,185,64,13,59,292,28,15,604,112,312,53,24,50,6,25,53,98,26,772,32,599,13813,84,42,42,126,600,27,54,16,197,123,18,24,19,99,877,18,69,46,31,34,50,772,841,55,4,1649,204,22,156,0,4,17,250,1188,124,55,633,44,29,415,58,12,426,555,113,22,737,15,19469,180,"209041222",92,60,88,203,92,148,188,111,26,52,94,38322,18853,26,336,33,10,1199,39,23,69,"South Morang",55,58,106,49,118,10,5,57,70,29,149,73,34,47,143,148,76,14245,297,57,12,126,9,27,4441,37,9065,4624,25,60,39,134,25,15,74,42,140,81,62,290,1465,150,728
9,31,5328,785,789,0,654,25,314,0,4,49,0,704,340,18,5,31,878,18,16,1711,51,833,20,6,16,9,9,27,142,10,1574,75,551,2662,74,35,39,48,432,8,98,3,276,208,0,38,14,134,1204,70,110,22,39,3,145,1065,535,77,8,2269,439,27,265,12,20,68,96,1221,48,16,722,57,137,271,19,69,264,499,35,30,1178,6,10139,128,"209041223",40,307,57,77,71,56,96,37,8,16,233,20332,10193,8,152,24,7,983,110,17,82,"Thomastown",123,284,81,38,591,3,3,43,85,48,50,86,27,61,171,55,109,2666,105,77,0,159,13,0,6980,15,14021,7041,14,822,54,1588,9,0,766,46,112,100,24,252,2381,140,1203
0,14,5640,150,165,0,131,6,65,0,0,18,0,6,66,4,0,10,69,0,3,131,13,62,3,5,8,3,0,0,29,3,315,7,145,2811,3,0,3,8,138,4,30,7,55,68,4,0,0,26,453,5,38,4,0,11,12,413,127,0,0,866,3,6,3,0,0,0,11,56,3,3,28,9,0,67,0,0,60,28,3,3,49,5,4212,59,"210011228",21,18,31,43,28,10,27,22,3,6,64,8311,4099,3,37,4,0,283,34,4,74,"Keilor",30,24,37,17,42,5,0,20,3,3,6,0,54,3,3,7,6,2829,13,64,3,138,26,3,1143,20,2388,1245,28,44,3,86,15,0,42,3,10,6,35,22,99,12,50
6,0,7247,122,128,0,94,6,37,0,6,0,0,11,57,0,0,7,43,3,0,103,7,60,0,3,6,6,0,3,35,3,250,3,160,3589,0,0,0,3,143,11,20,5,55,37,0,0,7,20,201,3,17,18,0,5,6,210,118,0,0,411,11,6,0,0,0,0,6,126,3,7,69,11,0,60,10,0,58,57,17,5,8,6,4561,14,"210011231",18,36,3,39,11,6,10,21,11,18,33,9040,4479,7,16,6,3,303,14,3,16,"Strathmore",19,54,4,0,90,3,3,4,0,5,24,0,24,5,0,18,10,3658,42,13,0,29,11,0,730,12,1490,760,13,18,0,40,8,0,22,0,14,0,20,28,11,14,3
12,4,10201,18,13,0,40,18,13,0,9,9,0,0,27,5,3,5,6,4,10,10,5,4,0,0,4,8,0,4,20,4,31,0,144,5008,0,0,0,3,171,8,18,5,33,35,18,0,12,13,53,0,17,20,0,23,0,60,60,0,0,113,0,0,0,0,0,0,3,15,0,0,7,0,3,30,0,3,30,8,0,0,6,3,5672,3,"210021232",11,6,0,28,3,13,23,17,0,0,7,11077,5405,0,36,4,0,315,0,4,16,"Gisborne",7,5,0,0,11,0,3,0,0,3,0,0,10,3,0,0,6,5193,0,16,0,32,4,0,253,26,561,308,6,3,0,6,24,0,3,0,5,0,50,9,9,4,3
5,0,2953,3,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,59,1523,0,0,0,0,51,0,3,5,0,6,3,0,4,0,8,0,3,4,0,8,0,17,19,0,0,25,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,15,0,0,0,0,0,1538,0,"210021233",0,0,0,0,0,0,3,0,0,0,0,3183,1645,0,3,0,0,110,0,0,0,"Macedon",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1430,0,3,0,3,7,0,63,14,120,57,5,0,0,0,10,0,0,0,0,0,24,0,0,0,0
3,0,3582,5,7,0,6,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,26,1745,0,0,0,0,18,0,5,3,3,13,3,0,3,3,8,0,8,3,0,6,3,14,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,3,3,1922,0,"210021234",3,8,0,6,0,0,0,3,0,0,0,3753,1831,0,0,3,3,44,0,0,0,"Riddells Creek",0,5,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,1837,0,0,0,0,0,0,60,11,127,67,0,0,0,0,7,0,0,0,0,0,18,0,6,0,3
14,57,13593,405,450,3,596,78,286,3,7,92,0,415,310,35,7,44,1241,6,36,2458,68,1217,24,12,38,42,6,12,193,26,855,13,940,6662,40,24,16,22,794,25,159,7,360,332,20,73,30,167,1295,18,173,55,101,27,31,1079,703,174,0,2374,262,22,153,0,0,0,60,1900,38,137,1132,31,0,347,198,0,356,768,335,9,37,25,13961,79,"210031238",75,543,41,153,38,107,143,78,31,55,205,27778,13817,24,250,29,12,1734,101,17,107,"Glenroy - Hadfield",104,555,210,100,1098,15,10,110,89,121,178,125,212,244,214,204,365,6931,382,91,16,198,101,35,6215,43,12451,6236,111,148,51,284,22,19,136,38,155,89,65,348,64,193,27
3,59,3697,89,111,0,56,37,22,0,3,94,0,31,34,35,0,35,1175,7,20,2306,56,1131,21,0,0,17,5,12,10,0,200,3,336,1833,14,7,7,4,355,7,25,0,18,52,0,19,9,8,75,3,27,16,12,0,6,83,448,31,0,158,17,35,14,0,0,0,9,454,5,38,232,58,0,245,35,0,203,222,73,23,19,3,7541,48,"210051247",96,1994,30,200,18,78,121,104,9,17,32,14844,7303,8,199,7,0,691,11,7,30,"Meadow Heights",21,1915,1226,621,3909,0,3,605,26,64,45,19,59,87,45,41,151,1864,86,25,0,55,23,0,5134,8,10456,5322,36,374,84,735,3,0,361,87,53,171,11,96,28,43,9
38,32,12620,390,402,0,527,51,242,0,18,50,0,199,285,18,20,17,431,19,22,858,32,427,15,13,37,29,18,37,185,24,792,7,488,6088,63,35,28,12,438,19,42,0,330,111,7,34,19,145,1058,21,69,38,51,7,28,896,415,85,0,1954,138,18,61,3,3,0,32,860,20,52,509,33,0,217,62,0,198,351,114,15,21,14,10603,51,"210031239",52,229,27,111,24,80,90,59,24,44,169,20660,10057,20,170,26,9,926,76,17,30,"Pascoe Vale",93,217,21,8,446,7,7,13,62,71,78,89,104,107,151,79,178,6532,157,26,30,56,39,59,3481,25,7114,3633,65,52,3,101,22,29,49,4,69,7,47,168,48,99,27
7,13,11209,34,33,0,41,17,20,0,4,21,0,19,21,8,3,15,19,0,13,32,33,13,18,5,5,4,4,4,9,0,67,3,220,5526,0,0,0,0,211,8,42,8,18,87,10,0,4,9,88,5,45,12,0,18,8,120,88,0,0,208,11,4,8,0,0,0,0,99,0,3,50,8,0,47,6,0,41,49,9,4,3,8,6397,12,"210041240",16,14,3,50,9,34,41,34,0,3,15,12637,6240,3,75,6,3,431,6,3,28,"Sunbury",9,9,9,5,23,4,4,4,0,6,9,0,31,5,0,7,11,5683,16,15,3,43,15,8,494,17,997,503,16,4,3,11,18,5,7,5,20,8,35,41,6,21,3
23,39,21523,58,57,3,89,11,36,3,11,78,0,23,53,39,12,24,49,9,11,84,31,35,7,3,22,0,4,13,30,19,115,3,444,10544,6,3,3,3,426,12,42,11,51,92,16,0,17,21,161,4,50,29,0,27,7,151,255,0,0,312,14,7,9,0,0,0,6,125,3,7,64,11,0,130,3,0,125,61,10,4,19,25,12370,33,"210041241",24,15,18,57,15,50,83,33,0,0,31,24215,11845,0,133,30,12,870,11,18,45,"Sunbury - South",20,14,8,5,29,14,11,3,3,3,22,3,41,5,6,22,8,10979,44,51,0,96,18,3,857,42,1822,965,23,19,10,32,34,3,13,12,20,22,76,40,38,20,19
0,46,4483,76,84,0,173,20,82,0,0,85,0,158,91,39,0,28,983,8,14,1914,43,931,15,0,0,6,11,19,40,0,160,9,668,2205,12,9,3,9,601,0,25,0,77,52,0,16,4,37,110,0,27,4,20,0,9,88,359,36,3,198,94,14,64,3,6,5,29,611,20,64,366,26,8,182,62,3,177,245,126,12,15,7,5801,56,"210051242",62,447,28,126,28,71,96,64,7,11,87,11695,5894,4,167,23,6,1269,45,17,25,"Broadmeadows",42,444,507,249,891,4,3,258,22,29,43,32,37,84,54,67,113,2278,110,43,4,68,21,4,3021,7,5943,2922,16,142,79,283,0,0,141,69,41,148,7,93,31,52,16
6,21,3767,136,173,3,106,10,42,3,3,36,0,26,64,15,3,12,152,3,4,302,24,150,12,0,0,6,0,3,33,0,309,4,132,1861,6,3,3,4,169,6,39,0,52,88,3,0,4,19,233,3,49,10,3,3,7,237,120,3,0,470,15,8,11,0,0,0,11,177,7,6,99,18,0,59,5,0,61,78,11,10,10,24,3193,55,"210051250",21,44,25,38,30,33,40,17,0,0,47,6266,3073,0,73,10,0,301,20,10,35,"Tullamarine",27,34,89,46,78,14,10,43,3,3,36,6,24,12,9,45,15,1906,81,41,0,76,12,0,1080,10,2198,1118,12,8,14,19,8,0,11,27,22,41,18,44,21,22,11
19,25,8425,51,40,0,609,7,283,0,12,44,0,62,326,19,7,26,19,30,4,40,43,21,17,10,15,3,19,49,144,5,91,25,198,4264,31,16,15,18,188,12,3,20,261,6,20,0,11,117,29,20,3,23,0,40,45,44,260,0,6,73,35,5,27,9,15,21,40,298,22,31,151,11,38,131,38,17,129,147,69,6,7,40,5641,24,"211011251",26,3,15,66,9,58,85,40,5,9,303,11241,5600,4,143,10,4,386,146,6,18,"Bayswater",157,7,0,0,10,25,15,0,21,10,49,25,75,12,46,36,22,4161,85,16,4,34,30,12,1138,194,2430,1292,45,39,3,77,115,8,38,4,26,7,309,51,14,25,7
7,37,3950,215,223,0,84,34,44,0,4,62,0,124,40,25,3,23,1545,19,18,3086,42,1541,19,6,13,16,6,25,20,7,438,0,675,1999,15,9,6,12,681,10,87,0,41,175,7,20,8,21,324,5,88,18,22,7,5,305,401,42,0,629,92,7,32,0,0,0,24,489,12,33,295,25,0,212,37,0,189,194,70,18,13,12,7980,66,"210051243",36,1429,36,86,30,66,97,50,10,21,38,16030,8050,11,163,13,4,1356,18,9,65,"Campbellfield - Coolaroo",20,1425,1435,712,2854,5,7,723,26,48,35,31,20,69,57,45,117,1951,80,62,0,127,10,0,5376,3,10724,5348,10,132,89,292,3,0,160,73,35,162,6,77,35,42,22
14,38,11008,263,284,0,212,26,105,0,11,64,0,9,107,26,3,45,393,7,14,815,70,422,25,7,16,12,6,13,45,9,547,10,342,5460,12,4,8,0,322,12,86,6,92,187,5,3,6,47,626,11,101,18,0,11,21,581,250,3,0,1207,9,16,0,0,0,0,0,346,0,0,169,22,0,115,5,0,135,177,5,6,21,32,8691,132,"210051245",55,227,63,117,69,69,104,62,0,4,99,17108,8417,4,173,7,4,664,47,3,96,"Gladstone Park - Westmeadows",52,216,334,171,443,17,15,163,11,8,109,4,67,7,15,93,15,5548,202,95,4,191,32,12,2615,22,5436,2821,35,54,50,101,19,8,47,42,56,92,41,111,34,55,13
3,29,6846,184,195,0,108,3,52,0,3,50,0,20,56,21,0,15,337,0,3,663,29,326,14,3,7,0,0,0,39,4,379,0,142,3476,3,3,0,3,99,10,72,0,67,142,3,3,10,28,788,0,70,20,5,3,0,801,176,8,0,1589,12,7,8,0,0,3,6,219,3,5,120,14,7,85,3,4,91,99,8,7,62,6,5968,78,"210051246",29,370,42,60,36,35,47,31,6,11,41,12103,6135,5,82,6,0,241,24,6,96,"Greenvale - Bulla",17,372,262,127,742,3,3,135,3,7,42,8,32,6,11,46,13,3370,88,93,0,189,15,3,2517,7,5016,2499,17,17,14,41,11,3,24,14,32,28,18,79,122,47,60
34,32,21319,53,59,0,561,11,258,0,21,47,0,60,303,15,13,26,29,18,7,55,38,26,12,14,42,4,21,39,164,28,112,11,444,10419,54,26,28,23,358,26,0,40,298,5,57,0,31,134,100,18,5,57,3,97,29,97,304,3,0,197,36,4,24,0,0,8,61,371,38,49,190,7,21,158,52,13,146,181,101,3,6,76,12828,50,"211011252",51,8,28,99,22,52,83,48,5,16,234,25051,12223,11,135,48,12,802,106,36,14,"Boronia - The Basin",128,5,0,0,13,40,36,0,28,13,43,29,71,13,57,43,26,10900,86,9,7,23,37,20,1360,196,2930,1570,34,34,4,66,136,13,32,6,41,10,332,82,6,41,0
4,118,6125,131,138,0,246,69,122,0,0,216,0,161,124,98,4,131,1309,10,33,2644,247,1335,116,7,13,36,15,25,50,6,269,34,476,3015,19,10,9,57,486,10,23,3,100,60,0,18,11,50,303,36,37,21,16,3,70,255,553,34,3,558,85,35,76,0,3,0,109,1260,52,19,631,67,3,289,22,3,264,629,41,32,39,6,10216,63,"210051249",94,1606,31,185,32,265,292,91,37,62,76,20052,9836,25,557,3,3,962,36,0,26,"Roxburgh Park - Somerton",40,1518,2525,1251,3124,6,0,1274,30,83,309,26,57,80,56,296,163,3110,605,29,0,55,24,0,6345,6,12965,6620,33,145,76,276,12,0,131,69,117,145,18,228,85,111,46
11,27,9682,89,81,3,956,11,476,3,4,51,0,47,480,24,7,23,26,27,6,55,39,29,16,6,22,5,24,51,223,16,170,37,126,4808,65,36,29,61,121,18,0,15,446,6,21,7,23,223,74,48,6,41,4,36,85,64,226,11,18,138,23,0,24,18,36,32,125,538,64,49,278,4,57,108,56,25,118,260,105,4,4,33,6576,22,"211011254",26,5,10,55,12,69,83,29,5,10,425,13033,6457,5,152,14,3,247,205,11,4,"Knoxfield - Scoresby",220,3,0,0,8,17,16,0,54,10,117,58,39,8,112,131,18,4874,248,15,15,19,16,40,1523,48,3104,1581,23,68,3,133,31,25,65,3,55,6,79,110,4,55,0
18,40,23996,94,88,4,620,15,276,4,8,77,0,43,344,37,10,47,48,22,11,107,83,59,36,22,39,4,16,38,182,17,182,19,423,11901,49,22,27,28,328,21,4,40,328,13,53,0,18,146,171,15,9,39,0,93,34,173,364,0,12,344,24,10,19,8,20,19,53,365,25,42,197,16,30,191,42,11,173,168,84,6,16,54,14185,31,"211011253",57,9,14,107,17,93,120,50,4,7,258,28074,13889,3,213,37,8,751,115,29,21,"Ferntree Gully",143,3,0,0,12,38,16,0,39,4,63,30,98,7,69,81,11,12095,144,27,22,48,46,49,1565,123,3327,1762,52,33,5,58,110,27,25,3,37,8,233,76,23,39,7
9,13,5368,69,57,0,116,10,57,0,6,27,0,9,59,14,3,8,50,11,7,101,12,51,4,5,8,3,6,17,28,3,126,10,70,2661,17,12,5,14,54,3,3,6,58,10,9,0,3,30,85,5,7,6,7,15,15,78,94,7,21,163,4,5,5,16,37,0,31,75,17,0,29,8,0,44,0,0,50,46,0,3,9,9,3304,11,"211011255",10,3,6,28,5,27,39,18,3,7,43,6550,3246,4,66,6,3,124,22,3,5,"Lysterfield",21,4,0,0,7,3,6,0,26,0,19,35,41,0,61,11,0,2707,30,12,0,17,18,0,515,17,1058,543,23,3,0,7,14,0,4,0,18,0,31,29,12,11,3
0,3,8895,58,63,0,149,3,65,0,0,6,0,11,84,3,0,0,24,3,0,44,0,20,0,3,7,3,0,3,32,4,121,6,114,4474,16,11,5,0,95,6,3,13,61,7,11,0,8,29,126,5,4,14,0,24,11,110,79,0,0,236,4,0,7,0,0,0,0,46,0,9,21,3,0,45,4,0,34,25,13,3,10,16,4996,3,"211021262",9,0,0,16,3,6,6,7,3,6,77,10007,5011,3,12,0,0,209,31,0,5,"Warrandyte - Wonga Park",46,0,7,3,0,9,7,4,5,0,3,11,4,0,16,7,0,4421,10,11,3,16,0,6,423,25,903,480,4,9,0,12,24,3,3,0,3,0,49,6,16,3,6
17,39,10752,141,159,0,1094,26,505,0,12,67,0,79,589,28,5,35,134,19,18,257,64,123,29,6,16,8,14,33,282,10,300,81,170,5367,72,34,38,61,173,22,3,8,518,9,12,29,26,236,163,63,6,48,22,20,144,181,330,51,9,344,47,5,32,12,21,54,114,498,53,32,256,11,107,165,25,53,165,242,57,6,8,49,7737,53,"211011256",45,20,24,89,29,79,111,44,10,24,432,15237,7500,14,190,12,0,343,206,12,33,"Rowville - Central",226,17,0,0,37,29,20,0,76,17,86,68,80,26,144,86,43,5385,172,26,21,59,36,51,1963,34,4142,2179,44,79,3,138,24,30,59,3,61,6,58,123,11,62,3
0,22,6008,66,54,0,481,14,240,0,0,36,0,49,241,14,0,11,48,17,11,102,25,54,14,6,11,3,26,43,121,5,120,18,76,2966,20,13,7,35,73,11,8,5,232,14,0,0,13,111,60,18,6,24,0,5,36,57,164,0,4,117,20,3,29,0,4,11,67,281,32,7,141,7,24,89,11,13,75,140,18,4,7,45,4084,14,"211011257",25,5,5,50,9,57,61,25,8,12,213,8079,3995,4,118,0,0,149,111,0,13,"Rowville - North",102,3,0,0,8,24,21,0,11,9,52,13,64,21,24,50,30,3042,102,16,6,29,31,11,953,10,1922,969,33,52,3,106,10,5,54,3,39,6,20,70,10,31,3
17,35,25540,45,74,0,533,10,250,0,11,54,0,91,283,19,6,40,51,18,6,82,62,31,22,14,29,4,19,37,173,15,119,32,478,12047,63,31,32,8,476,17,6,64,322,12,81,0,21,149,93,35,6,38,0,145,67,95,697,0,3,188,51,5,40,4,7,41,15,292,7,28,155,10,84,345,32,43,352,137,60,5,7,34,15604,18,"211031264",58,12,6,115,12,64,99,57,6,11,144,29596,13992,5,163,36,12,954,66,24,19,"Croydon",78,8,0,0,20,24,10,0,35,6,16,35,50,4,70,20,10,13493,36,15,6,34,18,18,1467,94,3102,1635,32,47,10,88,69,12,41,4,42,14,163,84,18,42,11
3,5,16167,50,53,0,245,7,105,0,0,12,0,18,140,7,3,6,37,9,4,62,9,25,3,6,14,3,8,17,73,8,103,18,205,8017,9,6,3,10,206,9,8,19,120,11,19,0,14,47,100,8,3,23,0,38,26,103,228,0,0,203,8,7,10,0,0,3,17,118,7,10,55,12,8,117,7,5,111,63,17,5,10,14,9102,4,"211031265",26,11,0,55,4,21,24,29,0,3,99,18014,8912,3,45,3,0,411,50,3,16,"Croydon Hills - Warranwood",49,8,0,0,19,9,5,0,3,0,21,6,28,6,9,15,6,8150,36,15,3,31,17,7,690,50,1436,746,11,10,0,27,39,4,17,0,19,0,89,38,20,19,10
8,15,7300,121,116,0,510,25,248,0,5,27,0,48,262,12,3,14,125,15,17,270,25,145,11,14,30,8,19,34,117,16,237,36,151,3671,35,21,14,76,135,30,12,12,210,22,4,5,32,93,143,41,10,62,3,16,77,118,344,8,22,261,22,7,26,15,37,23,154,478,78,14,232,13,43,176,11,20,168,246,25,6,20,56,5427,17,"211011258",45,14,8,88,9,50,61,43,11,18,223,10829,5402,7,111,7,0,286,114,7,25,"Rowville - South",109,6,0,0,20,27,29,0,41,10,119,39,110,11,80,120,21,3629,239,30,12,55,52,23,1580,28,3243,1663,58,58,0,127,30,11,69,0,70,0,58,127,43,57,23
