value_tot_resial_building_aud000, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, tot_dwl_num, value_non_resial_building_aud000, sa2_code, value_alterations_additions_conversions_resial_building_aud000, sa2_name
86583.7,29,96676.0,54591.4,128,18248.4,158,10092.3,"213021346",13744.0,"Williamstown"
33932.0,65,46786.8,10943.4,50,13543.6,115,12854.8,"213031351",9445.1,"West Footscray - Tottenham"
44078.6,39,51516.0,31841.9,177,9936.2,216,7437.3,"213031347",2300.6,"Braybrook"
35646.7,17,55973.9,26064.9,119,4799.9,136,20327.1,"213031348",4781.9,"Footscray"
104142.0,10,136162.5,97431.7,399,5308.3,410,32020.5,"213031349",1402.1,"Maribyrnong"
24227.3,13,24513.8,6058.4,25,5258.0,38,286.5,"213031350",12910.9,"Seddon - Kingsville"
71854.8,25,88528.5,45581.6,193,8933.7,219,16673.7,"213031352",17339.6,"Yarraville"
71076.0,232,104982.5,7751.8,46,59254.6,279,33906.5,"213041353",4069.7,"Bacchus Marsh"
118665.4,436,129010.4,1310.0,8,116317.9,444,10345.0,"213041355",1037.5,"Hillside"
27125.4,99,31784.1,1457.4,9,23453.0,109,4658.7,"213041356",2215.0,"Melton"
163532.0,691,164283.9,4450.9,23,156584.7,714,751.8,"213041357",2496.4,"Melton South"
66939.8,291,82583.8,2814.1,16,63098.0,307,15644.0,"213041358",1027.7,"Melton West"
127535.5,440,456008.6,0.0,0,127308.8,440,328473.1,"213041359",226.7,"Rockbank - Mount Cottrell"
12095.0,27,14173.1,0.0,0,10374.7,27,2078.1,"213041360",1720.4,"Taylors Hill"
21331.7,61,23238.5,0.0,0,21188.4,61,1906.8,"213041461",143.3,"Burnside"
4481.6,10,9437.3,758.0,4,2205.2,15,4955.7,"213051362",1518.4,"Hoppers Crossing - South"
2325.1,6,2467.1,370.0,2,1833.8,8,142.0,"213041462",121.3,"Burnside Heights"
7628.3,14,13596.0,650.0,3,5708.4,17,5967.7,"213041463",1269.9,"Caroline Springs"
6966.0,23,29177.3,1033.7,8,4454.3,32,22211.3,"213051361",1477.9,"Hoppers Crossing - North"
63862.0,95,146720.8,30913.1,165,32207.5,260,82858.8,"213051363",741.3,"Laverton"
301448.7,1169,413095.6,11854.0,68,287985.6,1237,111646.9,"213051365",1609.1,"Tarneit"
202625.8,744,344191.6,3205.2,19,198830.0,763,141565.8,"213051366",590.6,"Truganina"
135883.2,271,285285.7,49962.2,187,84641.5,459,149402.5,"213051368",1279.5,"Werribee - South"
115462.5,410,119276.3,7582.2,43,106466.1,453,3813.9,"213051369",1414.1,"Wyndham Vale"
170101.1,496,170571.1,4926.9,20,164373.4,516,470.0,"213051464",800.8,"Point Cook - East"
43202.5,60,60805.6,22124.8,107,20126.0,167,17603.1,"213051465",951.7,"Point Cook - North"
9206.7,13,21388.6,4453.8,33,2967.9,48,12182.0,"213051467",1785.1,"Werribee - East"
126939.4,452,127397.1,10726.3,41,114379.3,493,457.7,"213051468",1833.9,"Werribee - West"
57390.8,133,110264.2,26358.7,130,29045.1,263,52873.4,"214011370",1986.9,"Carrum Downs"
97002.5,36,144956.6,81815.4,217,10259.6,253,47954.1,"214011371",4927.5,"Frankston"
17286.6,36,49923.4,5551.5,25,7339.3,61,32636.8,"214011372",4395.8,"Frankston North"
21046.8,23,24545.4,4538.8,17,8029.9,40,3498.6,"214011373",8478.1,"Frankston South"
29729.9,45,39363.2,12558.2,64,13466.2,110,9633.4,"214011374",3705.6,"Langwarrin"
23899.3,31,31780.4,11299.2,46,7575.9,78,7881.2,"214011375",5024.2,"Seaford (Vic.)"
14685.9,26,15593.8,3300.0,19,9950.0,45,908.0,"214011376",1435.8,"Skye - Sandhurst"
84588.9,111,89107.0,21822.1,89,54938.3,200,4518.2,"214021377",7828.6,"Dromana"
76095.6,56,83712.3,6047.4,12,51792.0,69,7616.7,"214021378",18256.2,"Flinders"
47674.0,123,60485.6,4181.6,16,31557.9,139,12811.6,"214021379",11934.5,"Hastings - Somers"
123951.3,111,172354.7,72241.3,158,44934.5,269,48403.4,"214021380",6775.5,"Mornington"
51758.8,46,56046.2,1540.0,4,26668.6,50,4287.4,"214021381",23550.2,"Mount Eliza"
64556.0,79,74607.6,5040.4,21,40846.4,100,10051.6,"214021382",18669.2,"Mount Martha"
178998.9,194,183528.2,4116.6,10,119613.7,206,4529.3,"214021383",55268.5,"Point Nepean"
78573.8,131,94801.7,26113.1,110,43927.7,246,16227.9,"214021384",8533.0,"Rosebud - McCrae"
27553.4,57,66384.5,7492.0,53,13037.1,111,38831.1,"214021385",7024.3,"Somerville"
